[04:59:14 PM]  Login : [Beri] 135.835.338 [Ruby] 1.721.012
[05:31:47 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:47 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:47 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:47 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:48 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:48 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:49 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:49 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:49 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:49 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:50 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:50 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:50 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:51 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:51 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:56 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:56 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:57 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:57 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:57 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:31:57 PM]  Đục lỗ Dao bí truyền -350 ruby
[05:32:09 PM]  Đục lỗ Quần cao bồi 2 -350 ruby
[05:32:09 PM]  Đục lỗ Quần cao bồi 2 -350 ruby
[05:32:09 PM]  Đục lỗ Quần cao bồi 2 -350 ruby
[05:32:09 PM]  Đục lỗ Quần cao bồi 2 -350 ruby
[05:32:56 PM]  Khảm ngọc lên -> Nón 3 Lv60 2 -400 ruby
[05:32:59 PM]  Khảm ngọc lên -> Nón 3 Lv60 2 -400 ruby
[05:33:01 PM]  Khảm ngọc lên -> Nón 3 Lv60 2 -400 ruby
[05:33:03 PM]  Khảm ngọc lên -> Nón 3 Lv60 2 -400 ruby
[05:33:05 PM]  Khảm ngọc lên -> Nón 3 Lv60 2 -400 ruby
[05:33:06 PM]  Khảm ngọc lên -> Nón 3 Lv60 2 -400 ruby
[05:33:34 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[05:33:39 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[05:33:41 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[05:33:42 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[05:33:44 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[05:33:46 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[05:33:53 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[05:33:55 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[05:33:57 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[05:34:01 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[05:34:04 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[05:34:06 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[05:35:01 PM]  Logout : [Beri] 157.167.342 [Ruby] 1.642.490
[05:35:09 PM]  Login : [Beri] 157.167.342 [Ruby] 1.642.490
[05:36:06 PM]  Mua Ruby - Topaz siêu cấp -40 ruby
[05:36:06 PM]  Mua Ruby - Topaz siêu cấp -40 ruby
[05:36:06 PM]  Mua Ruby - Topaz siêu cấp -40 ruby
[05:36:06 PM]  Mua Ruby - Topaz siêu cấp -40 ruby
[05:36:06 PM]  Mua Ruby - Topaz siêu cấp -40 ruby
[05:36:07 PM]  Mua Ruby - Topaz siêu cấp -40 ruby
[05:36:07 PM]  Mua Ruby - Topaz siêu cấp -40 ruby
[05:36:07 PM]  Mua Ruby - Topaz siêu cấp -40 ruby
[05:36:18 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[05:36:20 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[05:36:21 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[05:36:23 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[05:36:25 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[05:36:27 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[05:36:35 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[05:36:36 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[05:36:38 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[05:36:40 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[05:36:42 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[05:36:44 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[05:36:48 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[05:36:50 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[05:36:51 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[05:36:53 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[05:36:55 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[05:36:58 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[05:37:57 PM]  Mua Xp Chiêu thức -1500 ruby
[05:37:58 PM]  Mua Kinh nghiệm X2 -3 ruby
[05:37:59 PM]  Mua Kinh nghiệm X2 -3 ruby
[05:42:29 PM]  Logout : [Beri] 157.167.342 [Ruby] 1.633.464
[10:31:00 PM]  Login : [Beri] 157.167.342 [Ruby] 1.633.464
[10:37:03 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:03 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:03 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:03 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:04 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:04 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:04 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:04 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:04 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:05 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:05 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:05 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:05 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:05 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:05 PM]  Mua Ruby - Saphia siêu cấp -40 ruby
[10:37:34 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[10:37:40 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[10:37:51 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[10:37:54 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[10:37:57 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[10:38:01 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[10:38:08 PM]  Khảm ngọc lên -> Quần cao bồi 2 -400 ruby
[10:39:03 PM]  Khảm ngọc lên -> Nón 3 Lv60 2 -400 ruby
[10:40:43 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:44 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:44 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:44 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:44 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:44 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:44 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:45 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:45 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:45 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:45 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:45 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:45 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:45 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:46 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:46 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:46 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:46 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:46 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:47 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:47 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:47 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:47 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:47 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:47 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:48 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:48 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:48 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:48 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:48 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:49 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:49 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:49 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:49 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:49 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:50 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:50 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:50 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:50 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:50 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:51 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:51 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:51 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:40:51 PM]  Mua Topaz - Saphia siêu cấp -40 ruby
[10:41:47 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[10:41:50 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[10:41:52 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[10:41:55 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[10:41:59 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[10:42:03 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[10:42:05 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv60 -400 ruby
[10:42:13 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[10:42:16 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[10:42:19 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[10:42:22 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[10:42:25 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[10:42:28 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[10:42:32 PM]  Khảm ngọc lên -> Nhẫn 2 Lv60 2 -400 ruby
[10:42:47 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[10:42:50 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[10:42:53 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[10:42:55 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[10:42:57 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[10:43:00 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[10:43:02 PM]  Khảm ngọc lên -> Dao bí truyền -400 ruby
[10:43:16 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[10:43:25 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[10:43:29 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[10:43:34 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[10:43:39 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[10:43:42 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[10:43:46 PM]  Khảm ngọc lên -> Áo cao bồi -400 ruby
[10:44:51 PM]  Logout : [Beri] 157.167.342 [Ruby] 1.609.204
[10:45:10 PM]  Login : [Beri] 157.167.342 [Ruby] 1.609.204
[11:07:09 PM]  Mua Trang phục Franky -500 ruby
[11:08:39 PM]  Mua Tóc ShowBiz -500 ruby
[11:09:00 PM]  Mua Cola -800 beri
[11:09:00 PM]  Mua Cola -800 beri
[11:09:00 PM]  Mua Cola -800 beri
[11:09:00 PM]  Mua Cola -800 beri
[11:09:01 PM]  Mua Cola -800 beri
[11:09:01 PM]  Mua Cola -800 beri
[11:09:01 PM]  Mua Cola -800 beri
[11:09:01 PM]  Mua Cola -800 beri
[11:09:01 PM]  Mua Cola -800 beri
[11:09:01 PM]  Mua Cola -800 beri
[11:09:02 PM]  Mua Cola -800 beri
[11:09:02 PM]  Mua Cola -800 beri
[11:09:02 PM]  Mua Cola -800 beri
[11:09:02 PM]  Mua Cola -800 beri
[11:09:02 PM]  Mua Cola -800 beri
[11:09:03 PM]  Mua Cola -800 beri
[11:09:03 PM]  Mua Cola -800 beri
[11:09:16 PM]  Mua Vé tẩy tiềm năng -0 beri
[11:09:56 PM]  Mua Vé tẩy tiềm năng -0 beri
