[09:02:45 PM]  Login : [Beri] 30.193.591 [Ruby] 760
[09:30:14 PM]  Mua Đá ác quỷ -40 ruby
[09:30:14 PM]  Mua Đá ác quỷ -40 ruby
[09:30:14 PM]  Mua Đá ác quỷ -40 ruby
[09:30:15 PM]  Mua Đá ác quỷ -40 ruby
[09:30:15 PM]  Mua Đá ác quỷ -40 ruby
[09:30:15 PM]  Mua Đá ác quỷ -40 ruby
[09:30:15 PM]  Mua Đá ác quỷ -40 ruby
[09:30:16 PM]  Mua Đá ác quỷ -40 ruby
[09:30:16 PM]  Mua Đá ác quỷ -40 ruby
[09:30:16 PM]  Mua Đá ác quỷ -40 ruby
[09:30:16 PM]  Mua Đá ác quỷ -40 ruby
[09:30:17 PM]  Mua Đá ác quỷ -40 ruby
[09:30:17 PM]  Mua Đá ác quỷ -40 ruby
[09:30:17 PM]  Mua Đá ác quỷ -40 ruby
[09:30:17 PM]  Mua Đá ác quỷ -40 ruby
[09:30:17 PM]  Mua Đá ác quỷ -40 ruby
[09:30:18 PM]  Mua Đá ác quỷ -40 ruby
[09:30:18 PM]  Mua Đá ác quỷ -40 ruby
[09:30:18 PM]  Mua Đá ác quỷ -40 ruby
[09:30:18 PM]  Mua Đá ác quỷ -40 ruby
[09:30:18 PM]  Mua Đá ác quỷ -40 ruby
[09:30:19 PM]  Mua Đá ác quỷ -40 ruby
[09:30:19 PM]  Mua Đá ác quỷ -40 ruby
[09:30:19 PM]  Mua Đá ác quỷ -40 ruby
[09:30:20 PM]  Mua Đá ác quỷ -40 ruby
[09:30:20 PM]  Mua Đá ác quỷ -40 ruby
[09:30:20 PM]  Mua Đá ác quỷ -40 ruby
[09:30:20 PM]  Mua Đá ác quỷ -40 ruby
[09:30:20 PM]  Mua Đá ác quỷ -40 ruby
[09:30:21 PM]  Mua Đá ác quỷ -40 ruby
[09:30:21 PM]  Mua Đá ác quỷ -40 ruby
[09:30:21 PM]  Mua Đá ác quỷ -40 ruby
[09:30:21 PM]  Mua Đá ác quỷ -40 ruby
[09:30:22 PM]  Mua Đá ác quỷ -40 ruby
[09:30:22 PM]  Mua Đá ác quỷ -40 ruby
[09:30:22 PM]  Mua Đá ác quỷ -40 ruby
[09:30:22 PM]  Mua Đá ác quỷ -40 ruby
[09:30:23 PM]  Mua Đá ác quỷ -40 ruby
[09:30:23 PM]  Mua Đá ác quỷ -40 ruby
[09:30:23 PM]  Mua Đá ác quỷ -40 ruby
[09:30:23 PM]  Mua Đá ác quỷ -40 ruby
[09:30:24 PM]  Mua Đá ác quỷ -40 ruby
[09:30:24 PM]  Mua Đá ác quỷ -40 ruby
[09:30:24 PM]  Mua Đá ác quỷ -40 ruby
[09:30:24 PM]  Mua Đá ác quỷ -40 ruby
[09:30:25 PM]  Mua Đá ác quỷ -40 ruby
[09:30:25 PM]  Mua Đá ác quỷ -40 ruby
[09:30:25 PM]  Mua Đá ác quỷ -40 ruby
[09:30:25 PM]  Mua Đá ác quỷ -40 ruby
[09:30:26 PM]  Mua Đá ác quỷ -40 ruby
[09:30:26 PM]  Mua Đá ác quỷ -40 ruby
[09:30:26 PM]  Mua Đá ác quỷ -40 ruby
[09:30:26 PM]  Mua Đá ác quỷ -40 ruby
[09:30:27 PM]  Mua Đá ác quỷ -40 ruby
[09:30:27 PM]  Mua Đá ác quỷ -40 ruby
[09:30:27 PM]  Mua Đá ác quỷ -40 ruby
[09:30:27 PM]  Mua Đá ác quỷ -40 ruby
[09:30:28 PM]  Mua Đá ác quỷ -40 ruby
[09:30:28 PM]  Mua Đá ác quỷ -40 ruby
[09:30:29 PM]  Mua Đá ác quỷ -40 ruby
[09:35:18 PM]  Nhặt +6344 beri
[09:35:19 PM]  Nhặt +10309 beri
[09:39:14 PM]  Nhặt +7056 beri
[09:39:15 PM]  Nhặt +5751 beri
[09:39:16 PM]  Nhặt +12354 beri
[09:39:21 PM]  Nhặt +3834 beri
[09:39:21 PM]  Nhặt +10863 beri
[09:39:30 PM]  Logout : [Beri] 3.980.855 [Ruby] 979.975
[09:40:25 PM]  Login : [Beri] 3.980.855 [Ruby] 979.975
[09:40:30 PM]  Logout : [Beri] 3.980.855 [Ruby] 979.975
