[12:54:10 AM]  Login : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:54:15 AM]  Logout : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:55:19 AM]  Login : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:55:24 AM]  Logout : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:56:10 AM]  Login : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:56:18 AM]  Logout : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:57:03 AM]  Login : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:57:11 AM]  Logout : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:57:22 AM]  Login : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:58:45 AM]  Nhặt +17296 beri
[12:58:49 AM]  Nhặt +6696 beri
[12:59:10 AM]  Nhặt +6435 beri
[12:59:21 AM]  Nhặt +9207 beri
[12:59:36 AM]  Nhặt +297 beri
[12:59:39 AM]  Nhặt +15543 beri
[12:59:47 AM]  Nhặt +7524 beri
[12:59:49 AM]  Nhặt +2079 beri
[12:59:52 AM]  Nhặt +14751 beri
[12:59:53 AM]  Nhặt +1287 beri
[12:59:55 AM]  Nhặt +13860 beri
[01:00:00 AM]  Nhặt +8811 beri
[01:00:11 AM]  Nhặt +10890 beri
[01:00:22 AM]  Nhặt +10692 beri
[01:00:25 AM]  Nhặt +9999 beri
[01:00:26 AM]  Logout : [Beri] 2.001.536.392 [Ruby] 1.999.558.488
[01:01:08 AM]  Login : [Beri] 2.001.536.392 [Ruby] 1.999.558.488
[01:01:12 AM]  Nhặt +1287 beri
[01:01:16 AM]  Nhặt +1188 beri
[01:02:47 AM]  Nhặt +15741 beri
[01:02:51 AM]  Logout : [Beri] 2.001.554.608 [Ruby] 1.999.558.488
[01:02:58 AM]  Login : [Beri] 2.001.554.608 [Ruby] 1.999.558.488
[01:03:00 AM]  Logout : [Beri] 2.001.554.608 [Ruby] 1.999.558.488
[02:39:28 AM]  Login : [Beri] 2.001.554.608 [Ruby] 1.999.558.488
[02:39:36 AM]  Nhặt +10692 beri
[02:39:36 AM]  Nhặt +7920 beri
[02:39:53 AM]  Nhặt +15048 beri
[02:39:57 AM]  Nhặt +16830 beri
[02:39:58 AM]  Nhặt +396 beri
[02:40:02 AM]  Nhặt +19008 beri
[02:40:03 AM]  Nhặt +13761 beri
[02:40:08 AM]  Nhặt +3960 beri
[02:40:14 AM]  Nhặt +14652 beri
[02:40:30 AM]  Nhặt +16038 beri
[02:40:31 AM]  Nhặt +11682 beri
[02:41:51 AM]  Nhặt +14454 beri
[02:41:59 AM]  Nhặt +6534 beri
[02:42:12 AM]  Nhặt +14355 beri
[02:42:15 AM]  Nhặt +19503 beri
[02:42:23 AM]  Nhặt +8217 beri
[02:42:25 AM]  Nhặt +11385 beri
[02:42:48 AM]  Nhặt +4158 beri
[02:45:30 AM]  Nhặt +891 beri
[02:47:22 AM]  Mua Bão tố -500 ruby
[12:29:24 PM]  Mua Thạch anh - Saphia siêu cấp -2 ruby
[12:29:25 PM]  Mua Thạch anh - Saphia siêu cấp -2 ruby
[12:29:25 PM]  Mua Thạch anh - Saphia siêu cấp -2 ruby
[12:29:26 PM]  Mua Thạch anh - Saphia siêu cấp -2 ruby
[12:29:40 PM]  Đục lỗ Dây chuyền 10x -50 ruby
[12:29:44 PM]  Đục lỗ Dây chuyền 10x -100 ruby
[12:29:47 PM]  Đục lỗ Dây chuyền 10x -150 ruby
[12:29:51 PM]  Đục lỗ Dây chuyền 10x -200 ruby
[12:29:54 PM]  Đục lỗ Dây chuyền 10x -250 ruby
[12:29:56 PM]  Đục lỗ Dây chuyền 10x -300 ruby
[12:29:59 PM]  Đục lỗ Dây chuyền 10x -350 ruby
[12:30:02 PM]  Đục lỗ Nhẫn 10x -50 ruby
[12:30:05 PM]  Đục lỗ Nhẫn 10x -100 ruby
[12:30:08 PM]  Đục lỗ Nhẫn 10x -150 ruby
[12:30:10 PM]  Đục lỗ Nhẫn 10x -200 ruby
[12:30:13 PM]  Đục lỗ Nhẫn 10x -250 ruby
[12:30:16 PM]  Đục lỗ Nhẫn 10x -300 ruby
[12:30:18 PM]  Đục lỗ Nhẫn 10x -350 ruby
[12:30:33 PM]  Khảm ngọc lên -> Dây chuyền 10x -400 ruby
[12:30:36 PM]  Khảm ngọc lên -> Dây chuyền 10x -400 ruby
[12:30:39 PM]  Khảm ngọc lên -> Dây chuyền 10x -400 ruby
[12:30:43 PM]  Khảm ngọc lên -> Dây chuyền 10x -400 ruby
[12:30:47 PM]  Khảm ngọc lên -> Dây chuyền 10x -400 ruby
[12:30:51 PM]  Khảm ngọc lên -> Dây chuyền 10x -400 ruby
[12:30:54 PM]  Khảm ngọc lên -> Dây chuyền 10x -400 ruby
[12:30:57 PM]  Khảm ngọc lên -> Nhẫn 10x -400 ruby
[12:31:01 PM]  Khảm ngọc lên -> Nhẫn 10x -400 ruby
[12:31:04 PM]  Khảm ngọc lên -> Nhẫn 10x -400 ruby
[12:31:11 PM]  Khảm ngọc lên -> Nhẫn 10x -400 ruby
[12:31:15 PM]  Khảm ngọc lên -> Nhẫn 10x -400 ruby
[12:31:18 PM]  Khảm ngọc lên -> Nhẫn 10x -400 ruby
[12:31:23 PM]  Khảm ngọc lên -> Nhẫn 10x -400 ruby
[12:32:40 PM]  Logout : [Beri] 2.002.040.554 [Ruby] 1.999.541.664
[02:10:46 PM]  Login : [Beri] 2.002.040.554 [Ruby] 1.999.541.664
[02:11:39 PM]  Nhặt +96 beri
[02:11:43 PM]  Nhặt +202 beri
[02:11:46 PM]  Nhặt +324 beri
[02:11:58 PM]  Nhặt +228 beri
[02:12:18 PM]  Nhặt +96 beri
[02:12:19 PM]  Nhặt +308 beri
[02:12:20 PM]  Nhặt +290 beri
[02:13:40 PM]  Nhặt +98 beri
[02:13:41 PM]  Nhặt +216 beri
[02:13:42 PM]  Nhặt +362 beri
[02:13:45 PM]  Nhặt +62 beri
[02:13:52 PM]  Nhặt +62 beri
[02:13:53 PM]  Nhặt +374 beri
[02:14:16 PM]  Nhặt +160 beri
[02:14:17 PM]  Nhặt +160 beri
[02:14:19 PM]  Nhặt +372 beri
[02:14:20 PM]  Nhặt +132 beri
[02:14:46 PM]  Nhặt +453 beri
[02:15:25 PM]  Nhặt +314 beri
[02:15:26 PM]  Nhặt +123 beri
[02:15:27 PM]  Nhặt +264 beri
[02:15:27 PM]  Nhặt +196 beri
[02:15:28 PM]  Nhặt +270 beri
[02:16:23 PM]  Logout : [Beri] 2.002.045.716 [Ruby] 1.999.541.664
[02:22:26 PM]  Login : [Beri] 2.002.045.716 [Ruby] 1.999.541.664
[02:22:58 PM]  Nhặt +17848 beri
[02:22:58 PM]  Nhặt +12512 beri
[02:22:59 PM]  Nhặt +14352 beri
[02:23:01 PM]  Nhặt +6532 beri
[02:23:05 PM]  Nhặt +2375 beri
[02:23:06 PM]  Nhặt +3162 beri
[02:23:06 PM]  Nhặt +6992 beri
[02:23:23 PM]  Mua Kinh nghiệm X2 -15 ruby
[02:23:53 PM]  Nhặt +368 beri
[02:23:53 PM]  Nhặt +7695 beri
[02:23:54 PM]  Nhặt +8740 beri
[02:23:56 PM]  Nhặt +6045 beri
[02:23:57 PM]  Nhặt +4743 beri
[02:23:58 PM]  Nhặt +2300 beri
[02:24:01 PM]  Nhặt +10304 beri
[02:24:02 PM]  Nhặt +6900 beri
[02:24:03 PM]  Nhặt +18124 beri
[02:24:04 PM]  Nhặt +2300 beri
[02:24:05 PM]  Nhặt +13984 beri
[02:24:07 PM]  Nhặt +8280 beri
[02:24:08 PM]  Nhặt +5520 beri
[02:24:09 PM]  Nhặt +7084 beri
[02:24:10 PM]  Nhặt +1840 beri
[02:24:13 PM]  Nhặt +8188 beri
[02:24:14 PM]  Nhặt +11500 beri
[02:24:16 PM]  Nhặt +12052 beri
[02:24:17 PM]  Nhặt +2484 beri
[02:24:18 PM]  Nhặt +1104 beri
[02:24:19 PM]  Nhặt +3404 beri
[02:24:22 PM]  Nhặt +17940 beri
[02:24:23 PM]  Nhặt +16192 beri
[02:24:24 PM]  Nhặt +18216 beri
[02:24:25 PM]  Nhặt +8924 beri
[02:24:26 PM]  Nhặt +2208 beri
[02:24:27 PM]  Nhặt +6992 beri
[02:24:28 PM]  Nhặt +8280 beri
[02:24:29 PM]  Nhặt +15088 beri
[02:24:30 PM]  Nhặt +8096 beri
[02:24:31 PM]  Nhặt +15548 beri
[02:24:32 PM]  Nhặt +7544 beri
[02:24:33 PM]  Nhặt +12052 beri
[02:24:34 PM]  Nhặt +10304 beri
[02:24:35 PM]  Nhặt +6992 beri
[02:24:37 PM]  Nhặt +16100 beri
[02:24:38 PM]  Nhặt +1564 beri
[02:24:40 PM]  Nhặt +15272 beri
[02:24:41 PM]  Nhặt +2576 beri
[02:24:42 PM]  Nhặt +14536 beri
[02:24:44 PM]  Nhặt +6440 beri
[02:24:44 PM]  Nhặt +5888 beri
[02:24:48 PM]  Nhặt +16560 beri
[02:24:49 PM]  Nhặt +13156 beri
[02:24:51 PM]  Nhặt +8740 beri
[02:24:52 PM]  Nhặt +18308 beri
[02:24:53 PM]  Nhặt +14415 beri
[02:24:54 PM]  Nhặt +11316 beri
[02:24:55 PM]  Nhặt +1104 beri
[02:24:56 PM]  Nhặt +276 beri
[02:24:56 PM]  Nhặt +17388 beri
[02:24:57 PM]  Nhặt +4692 beri
[02:24:58 PM]  Nhặt +11408 beri
[02:25:00 PM]  Nhặt +9568 beri
[02:25:01 PM]  Nhặt +10948 beri
[02:25:02 PM]  Nhặt +11592 beri
[02:25:04 PM]  Nhặt +11132 beri
[02:25:06 PM]  Nhặt +14444 beri
[02:25:08 PM]  Nhặt +6900 beri
[02:25:11 PM]  Nhặt +4784 beri
[02:25:13 PM]  Nhặt +3128 beri
[02:25:14 PM]  Nhặt +12052 beri
[02:25:15 PM]  Nhặt +3220 beri
[02:25:16 PM]  Nhặt +11776 beri
[02:25:16 PM]  Nhặt +9476 beri
[02:25:17 PM]  Nhặt +7176 beri
[02:25:19 PM]  Nhặt +3772 beri
[02:25:20 PM]  Nhặt +1472 beri
[02:25:23 PM]  Nhặt +7636 beri
[02:25:24 PM]  Nhặt +1472 beri
[02:25:26 PM]  Nhặt +13984 beri
[02:25:27 PM]  Nhặt +8924 beri
[02:25:27 PM]  Nhặt +10580 beri
[02:25:28 PM]  Nhặt +17020 beri
[02:25:29 PM]  Nhặt +4185 beri
[02:25:30 PM]  Nhặt +16192 beri
[02:25:31 PM]  Nhặt +15640 beri
[02:25:32 PM]  Nhặt +5795 beri
[02:25:33 PM]  Nhặt +15916 beri
[02:25:34 PM]  Nhặt +10856 beri
[02:25:36 PM]  Nhặt +5060 beri
[02:25:37 PM]  Nhặt +2300 beri
[02:25:37 PM]  Nhặt +1380 beri
[02:25:38 PM]  Nhặt +10028 beri
[02:25:39 PM]  Nhặt +5130 beri
[02:25:41 PM]  Nhặt +5980 beri
[02:25:42 PM]  Nhặt +16100 beri
[02:25:43 PM]  Nhặt +4784 beri
[02:25:44 PM]  Nhặt +828 beri
[02:25:45 PM]  Nhặt +5152 beri
[02:25:46 PM]  Nhặt +2116 beri
[02:25:47 PM]  Nhặt +6716 beri
[02:25:50 PM]  Nhặt +5244 beri
[02:25:51 PM]  Nhặt +6324 beri
[02:25:53 PM]  Nhặt +1564 beri
[02:25:54 PM]  Nhặt +13156 beri
[02:25:55 PM]  Nhặt +4324 beri
[02:25:57 PM]  Nhặt +3230 beri
[02:25:58 PM]  Nhặt +3864 beri
[02:25:58 PM]  Nhặt +16836 beri
[02:25:59 PM]  Nhặt +5152 beri
[02:26:00 PM]  Nhặt +17480 beri
[02:26:02 PM]  Nhặt +16376 beri
[02:26:03 PM]  Nhặt +4416 beri
[02:26:04 PM]  Nhặt +5415 beri
[02:26:05 PM]  Nhặt +10304 beri
[02:26:06 PM]  Nhặt +279 beri
[02:26:08 PM]  Nhặt +10137 beri
[02:26:10 PM]  Nhặt +5336 beri
[02:26:12 PM]  Nhặt +16652 beri
[02:26:13 PM]  Nhặt +3990 beri
[02:26:14 PM]  Nhặt +2484 beri
[02:26:15 PM]  Nhặt +11132 beri
[02:26:17 PM]  Nhặt +2852 beri
[02:26:19 PM]  Nhặt +8372 beri
[02:26:19 PM]  Nhặt +13524 beri
[02:26:20 PM]  Nhặt +10925 beri
[02:26:21 PM]  Nhặt +17848 beri
[02:26:22 PM]  Nhặt +15180 beri
[02:26:24 PM]  Nhặt +14444 beri
[02:26:25 PM]  Nhặt +920 beri
[02:26:29 PM]  Nhặt +12236 beri
[02:26:30 PM]  Nhặt +9200 beri
[02:26:31 PM]  Nhặt +12052 beri
[02:26:32 PM]  Nhặt +380 beri
[02:26:32 PM]  Nhặt +12927 beri
[02:26:33 PM]  Nhặt +276 beri
[02:26:37 PM]  Nhặt +13616 beri
[02:26:38 PM]  Nhặt +8928 beri
[02:26:39 PM]  Nhặt +276 beri
[02:26:40 PM]  Nhặt +11776 beri
[02:26:40 PM]  Nhặt +2945 beri
[02:26:42 PM]  Nhặt +17856 beri
[02:26:42 PM]  Nhặt +18228 beri
[02:26:43 PM]  Nhặt +2790 beri
[02:26:45 PM]  Nhặt +16461 beri
[02:26:47 PM]  Nhặt +11868 beri
[02:26:49 PM]  Nhặt +18620 beri
[02:26:50 PM]  Nhặt +17205 beri
[02:26:51 PM]  Nhặt +93 beri
[02:26:53 PM]  Nhặt +15810 beri
[02:26:54 PM]  Nhặt +8188 beri
[02:26:55 PM]  Nhặt +5520 beri
[02:26:57 PM]  Nhặt +14440 beri
[02:26:57 PM]  Nhặt +16368 beri
[02:26:58 PM]  Nhặt +14043 beri
[02:26:59 PM]  Nhặt +8835 beri
[02:27:01 PM]  Nhặt +2790 beri
[02:27:02 PM]  Nhặt +14444 beri
[02:27:03 PM]  Nhặt +15824 beri
[02:27:05 PM]  Nhặt +1581 beri
[02:27:06 PM]  Nhặt +17205 beri
[02:27:09 PM]  Nhặt +12696 beri
[02:27:10 PM]  Nhặt +10488 beri
[02:27:11 PM]  Nhặt +2790 beri
[02:27:13 PM]  Nhặt +665 beri
[02:27:14 PM]  Nhặt +3162 beri
[02:27:15 PM]  Nhặt +2976 beri
[02:27:17 PM]  Nhặt +16182 beri
[02:27:18 PM]  Nhặt +9936 beri
[02:27:19 PM]  Nhặt +17205 beri
[02:27:20 PM]  Nhặt +7125 beri
[02:27:21 PM]  Nhặt +5673 beri
[02:27:22 PM]  Nhặt +4464 beri
[02:27:24 PM]  Nhặt +4929 beri
[02:27:25 PM]  Nhặt +15548 beri
[02:27:26 PM]  Nhặt +2760 beri
[02:27:27 PM]  Nhặt +12276 beri
[02:27:28 PM]  Nhặt +13392 beri
[02:27:29 PM]  Nhặt +3420 beri
[02:27:29 PM]  Nhặt +4092 beri
[02:27:30 PM]  Nhặt +11160 beri
[02:27:31 PM]  Nhặt +3348 beri
[02:27:33 PM]  Nhặt +6603 beri
[02:27:34 PM]  Nhặt +16647 beri
[02:27:35 PM]  Nhặt +4416 beri
[02:27:37 PM]  Nhặt +6045 beri
[02:27:39 PM]  Nhặt +186 beri
[02:27:41 PM]  Nhặt +13578 beri
[02:27:41 PM]  Nhặt +3069 beri
[02:27:42 PM]  Nhặt +10948 beri
[02:27:44 PM]  Nhặt +13206 beri
[02:27:45 PM]  Nhặt +7820 beri
[02:27:47 PM]  Nhặt +4464 beri
[02:27:48 PM]  Nhặt +14229 beri
[02:27:49 PM]  Nhặt +1104 beri
[02:27:51 PM]  Nhặt +6175 beri
[02:27:52 PM]  Nhặt +9393 beri
[02:27:53 PM]  Nhặt +2418 beri
[02:27:54 PM]  Nhặt +465 beri
[02:27:56 PM]  Nhặt +6789 beri
[02:27:57 PM]  Nhặt +184 beri
[02:27:59 PM]  Nhặt +16055 beri
[02:28:00 PM]  Nhặt +3999 beri
[02:28:01 PM]  Nhặt +17856 beri
[02:28:03 PM]  Nhặt +8649 beri
[02:28:05 PM]  Nhặt +4968 beri
[02:28:07 PM]  Nhặt +8550 beri
[02:28:11 PM]  Nhặt +10974 beri
[02:28:11 PM]  Nhặt +4416 beri
[02:28:12 PM]  Nhặt +14352 beri
[02:28:13 PM]  Nhặt +1488 beri
[02:28:14 PM]  Nhặt +18430 beri
[02:28:16 PM]  Nhặt +10695 beri
[02:28:17 PM]  Nhặt +4836 beri
[02:28:18 PM]  Nhặt +16740 beri
[02:28:19 PM]  Nhặt +9844 beri
[02:28:20 PM]  Nhặt +9292 beri
[02:28:20 PM]  Nhặt +3999 beri
[02:28:21 PM]  Nhặt +7600 beri
[02:28:22 PM]  Nhặt +5859 beri
[02:28:23 PM]  Nhặt +2418 beri
[02:28:24 PM]  Nhặt +12369 beri
[02:28:26 PM]  Nhặt +10488 beri
[02:28:29 PM]  Nhặt +16647 beri
[02:28:30 PM]  Nhặt +17955 beri
[02:28:31 PM]  Nhặt +6045 beri
[02:28:32 PM]  Nhặt +6164 beri
[02:28:34 PM]  Nhặt +16928 beri
[02:28:35 PM]  Nhặt +3720 beri
[02:28:36 PM]  Nhặt +15996 beri
[02:28:38 PM]  Nhặt +11160 beri
[02:28:39 PM]  Nhặt +4370 beri
[02:28:40 PM]  Nhặt +5208 beri
[02:28:41 PM]  Nhặt +5704 beri
[02:28:42 PM]  Nhặt +6532 beri
[02:28:43 PM]  Nhặt +15717 beri
[02:28:44 PM]  Nhặt +4464 beri
[02:28:45 PM]  Nhặt +6789 beri
[02:28:46 PM]  Nhặt +5487 beri
[02:28:47 PM]  Nhặt +7905 beri
[02:28:48 PM]  Nhặt +10764 beri
[02:28:49 PM]  Nhặt +7626 beri
[02:28:50 PM]  Nhặt +15456 beri
[02:28:52 PM]  Nhặt +12090 beri
[02:28:53 PM]  Nhặt +5487 beri
[02:28:54 PM]  Nhặt +17572 beri
[02:28:55 PM]  Nhặt +465 beri
[02:28:56 PM]  Nhặt +11780 beri
[02:28:57 PM]  Nhặt +92 beri
[02:28:58 PM]  Nhặt +13113 beri
[02:29:00 PM]  Nhặt +8370 beri
[02:29:01 PM]  Nhặt +17204 beri
[02:29:03 PM]  Nhặt +12880 beri
[02:29:04 PM]  Nhặt +6789 beri
[02:29:05 PM]  Nhặt +6440 beri
[02:29:07 PM]  Nhặt +17391 beri
[02:29:09 PM]  Nhặt +11067 beri
[02:29:12 PM]  Nhặt +16744 beri
[02:29:13 PM]  Nhặt +1710 beri
[02:29:15 PM]  Nhặt +4836 beri
[02:29:17 PM]  Nhặt +12555 beri
[02:29:18 PM]  Nhặt +8556 beri
[02:29:20 PM]  Nhặt +1330 beri
[02:29:21 PM]  Nhặt +3496 beri
[02:29:22 PM]  Nhặt +1012 beri
[02:29:23 PM]  Nhặt +17756 beri
[02:29:26 PM]  Nhặt +9384 beri
[02:29:27 PM]  Nhặt +10488 beri
[02:29:27 PM]  Nhặt +16008 beri
[02:29:28 PM]  Nhặt +5980 beri
[02:29:30 PM]  Nhặt +17204 beri
[02:29:31 PM]  Nhặt +5520 beri
[02:29:34 PM]  Nhặt +18216 beri
[02:29:35 PM]  Nhặt +5612 beri
[02:29:36 PM]  Nhặt +6716 beri
[02:29:38 PM]  Nhặt +13616 beri
[02:29:39 PM]  Nhặt +3956 beri
[02:29:40 PM]  Nhặt +10396 beri
[02:29:41 PM]  Nhặt +920 beri
[02:29:42 PM]  Nhặt +11532 beri
[02:29:43 PM]  Nhặt +644 beri
[02:29:44 PM]  Nhặt +6696 beri
[02:29:47 PM]  Nhặt +12880 beri
[02:29:47 PM]  Nhặt +8188 beri
[02:29:48 PM]  Nhặt +11776 beri
[02:29:49 PM]  Nhặt +8004 beri
[02:29:51 PM]  Nhặt +4968 beri
[02:29:52 PM]  Nhặt +6900 beri
[02:29:53 PM]  Nhặt +6072 beri
[02:29:54 PM]  Nhặt +16008 beri
[02:29:57 PM]  Nhặt +10165 beri
[02:29:58 PM]  Nhặt +13064 beri
[02:29:58 PM]  Nhặt +920 beri
[02:29:59 PM]  Nhặt +6256 beri
[02:30:00 PM]  Nhặt +2300 beri
[02:30:01 PM]  Nhặt +2760 beri
[02:30:04 PM]  Nhặt +7360 beri
[02:30:05 PM]  Nhặt +12065 beri
[02:30:07 PM]  Nhặt +2576 beri
[02:30:08 PM]  Nhặt +12052 beri
[02:30:08 PM]  Nhặt +13708 beri
[02:30:09 PM]  Nhặt +15732 beri
[02:30:10 PM]  Nhặt +10764 beri
[02:30:11 PM]  Nhặt +17480 beri
[02:30:12 PM]  Nhặt +16435 beri
[02:30:15 PM]  Nhặt +15272 beri
[02:30:16 PM]  Nhặt +14260 beri
[02:30:17 PM]  Nhặt +16008 beri
[02:30:18 PM]  Nhặt +16192 beri
[02:30:19 PM]  Nhặt +2697 beri
[02:30:19 PM]  Nhặt +12920 beri
[02:30:20 PM]  Nhặt +9016 beri
[02:30:21 PM]  Nhặt +12696 beri
[02:30:22 PM]  Nhặt +15180 beri
[02:30:23 PM]  Nhặt +17848 beri
[02:30:24 PM]  Nhặt +10396 beri
[02:30:26 PM]  Nhặt +4092 beri
[02:30:27 PM]  Nhặt +920 beri
[02:30:28 PM]  Nhặt +18032 beri
[02:30:28 PM]  Nhặt +10488 beri
[02:30:29 PM]  Nhặt +8096 beri
[02:30:30 PM]  Nhặt +11500 beri
[02:30:32 PM]  Nhặt +10028 beri
[02:30:35 PM]  Nhặt +11776 beri
[02:30:36 PM]  Nhặt +14076 beri
[02:30:38 PM]  Nhặt +1932 beri
[02:30:39 PM]  Nhặt +7084 beri
[02:30:40 PM]  Nhặt +17100 beri
[02:30:42 PM]  Nhặt +6256 beri
[02:30:43 PM]  Nhặt +14076 beri
[02:30:45 PM]  Nhặt +13248 beri
[02:30:46 PM]  Nhặt +1104 beri
[02:30:46 PM]  Nhặt +5952 beri
[02:30:48 PM]  Nhặt +11590 beri
[02:30:48 PM]  Nhặt +11960 beri
[02:30:54 PM]  Nhặt +11132 beri
[02:30:55 PM]  Nhặt +3036 beri
[02:30:57 PM]  Nhặt +13064 beri
[02:30:57 PM]  Nhặt +13340 beri
[02:30:58 PM]  Nhặt +2208 beri
[02:30:59 PM]  Nhặt +3312 beri
[02:31:00 PM]  Nhặt +9844 beri
[02:31:01 PM]  Nhặt +12236 beri
[02:31:02 PM]  Nhặt +13064 beri
[02:31:04 PM]  Nhặt +13156 beri
[02:31:06 PM]  Nhặt +3990 beri
[02:31:07 PM]  Nhặt +8188 beri
[02:31:08 PM]  Nhặt +18216 beri
[02:31:11 PM]  Nhặt +10230 beri
[02:31:12 PM]  Nhặt +11590 beri
[02:31:13 PM]  Nhặt +5888 beri
[02:31:14 PM]  Nhặt +12236 beri
[02:31:15 PM]  Nhặt +744 beri
[02:31:18 PM]  Nhặt +11253 beri
[02:31:19 PM]  Nhặt +16836 beri
[02:31:19 PM]  Nhặt +16150 beri
[02:31:20 PM]  Nhặt +9568 beri
[02:31:21 PM]  Nhặt +16468 beri
[02:31:23 PM]  Nhặt +12555 beri
[02:31:24 PM]  Nhặt +11040 beri
[02:31:25 PM]  Nhặt +5152 beri
[02:31:27 PM]  Nhặt +6440 beri
[02:31:28 PM]  Nhặt +9752 beri
[02:31:28 PM]  Nhặt +17019 beri
[02:31:29 PM]  Nhặt +15088 beri
[02:31:30 PM]  Nhặt +11776 beri
[02:31:31 PM]  Nhặt +12788 beri
[02:31:34 PM]  Nhặt +460 beri
[02:31:35 PM]  Nhặt +10212 beri
[02:31:36 PM]  Nhặt +13156 beri
[02:31:37 PM]  Nhặt +8188 beri
[02:31:38 PM]  Nhặt +12696 beri
[02:31:39 PM]  Nhặt +6460 beri
[02:31:40 PM]  Nhặt +6992 beri
[02:31:41 PM]  Nhặt +15088 beri
[02:31:42 PM]  Nhặt +7728 beri
[02:31:43 PM]  Nhặt +8188 beri
[02:31:44 PM]  Nhặt +12236 beri
[02:31:46 PM]  Nhặt +1748 beri
[02:31:47 PM]  Nhặt +276 beri
[02:31:48 PM]  Nhặt +6256 beri
[02:31:49 PM]  Nhặt +9476 beri
[02:31:50 PM]  Nhặt +10856 beri
[02:31:50 PM]  Nhặt +5320 beri
[02:31:51 PM]  Nhặt +15272 beri
[02:31:53 PM]  Nhặt +17940 beri
[02:31:54 PM]  Nhặt +1116 beri
[02:31:55 PM]  Nhặt +9936 beri
[02:31:57 PM]  Nhặt +7636 beri
[02:31:58 PM]  Nhặt +9200 beri
[02:31:59 PM]  Nhặt +3813 beri
[02:32:00 PM]  Nhặt +2392 beri
[02:32:03 PM]  Nhặt +11868 beri
[02:32:04 PM]  Nhặt +15810 beri
[02:32:07 PM]  Nhặt +2668 beri
[02:32:08 PM]  Nhặt +4324 beri
[02:32:09 PM]  Nhặt +13524 beri
[02:32:10 PM]  Nhặt +7544 beri
[02:32:10 PM]  Nhặt +11592 beri
[02:32:11 PM]  Nhặt +3162 beri
[02:32:13 PM]  Nhặt +12512 beri
[02:32:14 PM]  Nhặt +11960 beri
[02:32:16 PM]  Nhặt +10672 beri
[02:32:17 PM]  Nhặt +7544 beri
[02:32:18 PM]  Nhặt +17756 beri
[02:32:20 PM]  Nhặt +12052 beri
[02:32:21 PM]  Nhặt +837 beri
[02:32:21 PM]  Nhặt +4968 beri
[02:32:24 PM]  Nhặt +17019 beri
[02:32:25 PM]  Nhặt +2208 beri
[02:32:26 PM]  Nhặt +13585 beri
[02:32:28 PM]  Nhặt +18228 beri
[02:32:29 PM]  Nhặt +11592 beri
[02:32:30 PM]  Nhặt +14076 beri
[02:32:31 PM]  Nhặt +14352 beri
[02:32:32 PM]  Nhặt +14260 beri
[02:32:33 PM]  Nhặt +15580 beri
[02:32:35 PM]  Nhặt +17019 beri
[02:32:36 PM]  Nhặt +5152 beri
[02:32:37 PM]  Nhặt +8280 beri
[02:32:38 PM]  Nhặt +5612 beri
[02:32:39 PM]  Nhặt +920 beri
[02:32:40 PM]  Nhặt +14694 beri
[02:32:41 PM]  Nhặt +3036 beri
[02:32:42 PM]  Nhặt +4750 beri
[02:32:43 PM]  Nhặt +12144 beri
[02:32:45 PM]  Nhặt +5766 beri
[02:32:46 PM]  Nhặt +16836 beri
[02:32:47 PM]  Nhặt +12741 beri
[02:32:50 PM]  Nhặt +17195 beri
[02:32:51 PM]  Nhặt +6348 beri
[02:32:52 PM]  Nhặt +16008 beri
[02:32:53 PM]  Nhặt +14415 beri
[02:32:54 PM]  Nhặt +12144 beri
[02:32:56 PM]  Nhặt +1209 beri
[02:32:57 PM]  Nhặt +5605 beri
[02:32:59 PM]  Nhặt +3496 beri
[02:33:00 PM]  Nhặt +15088 beri
[02:33:01 PM]  Nhặt +7440 beri
[02:33:02 PM]  Nhặt +14168 beri
[02:33:03 PM]  Nhặt +5952 beri
[02:33:04 PM]  Nhặt +16275 beri
[02:33:06 PM]  Nhặt +9752 beri
[02:33:10 PM]  Nhặt +8188 beri
[02:33:11 PM]  Nhặt +368 beri
[02:33:12 PM]  Nhặt +3135 beri
[02:33:13 PM]  Nhặt +2116 beri
[02:33:13 PM]  Nhặt +18042 beri
[02:33:14 PM]  Nhặt +2484 beri
[02:33:15 PM]  Nhặt +15456 beri
[02:33:16 PM]  Nhặt +14229 beri
[02:33:17 PM]  Nhặt +184 beri
[02:33:18 PM]  Nhặt +11592 beri
[02:33:19 PM]  Nhặt +5700 beri
[02:33:20 PM]  Nhặt +7728 beri
[02:33:21 PM]  Nhặt +4048 beri
[02:33:23 PM]  Nhặt +13156 beri
[02:33:24 PM]  Nhặt +8280 beri
[02:33:24 PM]  Nhặt +7905 beri
[02:33:25 PM]  Nhặt +5704 beri
[02:33:27 PM]  Nhặt +13965 beri
[02:33:29 PM]  Nhặt +3128 beri
