[12:00:03 AM]  Mua 99 vé vòng quay -1485 ruby
[05:19:49 PM]  Cường hóa item Ngực trần sức mạnh 2 -6000 beri
[05:19:52 PM]  Cường hóa item Ngực trần sức mạnh 2 -8000 beri
[05:19:53 PM]  Cường hóa item Ngực trần sức mạnh 2 -10000 beri
[05:20:24 PM]  Mua Găng tay sức mạnh 2 -500000 beri
[05:20:42 PM]  Cường hóa item Găng tay sức mạnh 2 -3000 beri
[05:20:44 PM]  Cường hóa item Găng tay sức mạnh 2 -3000 beri
[05:20:46 PM]  Cường hóa item Găng tay sức mạnh 2 -4000 beri
[05:20:47 PM]  Cường hóa item Găng tay sức mạnh 2 -4000 beri
[05:20:49 PM]  Cường hóa item Găng tay sức mạnh 2 -4000 beri
[05:20:50 PM]  Cường hóa item Găng tay sức mạnh 2 -6000 beri
[05:20:52 PM]  Cường hóa item Găng tay sức mạnh 2 -6000 beri
[05:20:54 PM]  Cường hóa item Găng tay sức mạnh 2 -6000 beri
[05:20:55 PM]  Cường hóa item Găng tay sức mạnh 2 -8000 beri
[05:20:56 PM]  Cường hóa item Găng tay sức mạnh 2 -10000 beri
[05:21:08 PM]  Cường hóa item Dây chuyền 1 Lv70 -3000 beri
[05:21:09 PM]  Cường hóa item Dây chuyền 1 Lv70 -3000 beri
[05:21:11 PM]  Cường hóa item Dây chuyền 1 Lv70 -4000 beri
[05:21:12 PM]  Cường hóa item Dây chuyền 1 Lv70 -4000 beri
[05:21:14 PM]  Cường hóa item Dây chuyền 1 Lv70 -4000 beri
[05:21:16 PM]  Cường hóa item Dây chuyền 1 Lv70 -6000 beri
[05:21:17 PM]  Cường hóa item Dây chuyền 1 Lv70 -6000 beri
[05:21:19 PM]  Cường hóa item Dây chuyền 1 Lv70 -6000 beri
[05:21:21 PM]  Cường hóa item Dây chuyền 1 Lv70 -8000 beri
[05:21:22 PM]  Cường hóa item Dây chuyền 1 Lv70 -10000 beri
[05:21:29 PM]  Cường hóa item Nhẫn 2 Lv70 -3000 beri
[05:21:31 PM]  Cường hóa item Nhẫn 2 Lv70 -3000 beri
[05:21:34 PM]  Cường hóa item Nhẫn 2 Lv70 -4000 beri
[05:21:35 PM]  Cường hóa item Nhẫn 2 Lv70 -4000 beri
[05:21:37 PM]  Cường hóa item Nhẫn 2 Lv70 -4000 beri
[05:21:38 PM]  Cường hóa item Nhẫn 2 Lv70 -6000 beri
[05:21:40 PM]  Cường hóa item Nhẫn 2 Lv70 -6000 beri
[05:21:42 PM]  Cường hóa item Nhẫn 2 Lv70 -6000 beri
[05:21:44 PM]  Cường hóa item Nhẫn 2 Lv70 -8000 beri
[05:21:45 PM]  Cường hóa item Nhẫn 2 Lv70 -10000 beri
[05:21:53 PM]  Mua Bột cường hóa -20 ruby
[05:21:53 PM]  Mua Bột cường hóa -20 ruby
[05:21:53 PM]  Mua Bột cường hóa -20 ruby
[05:21:53 PM]  Mua Bột cường hóa -20 ruby
[05:21:54 PM]  Mua Bột cường hóa -20 ruby
[05:21:58 PM]  Mua Bột cường hóa -20 ruby
[05:21:58 PM]  Mua Bột cường hóa -20 ruby
[05:21:58 PM]  Mua Bột cường hóa -20 ruby
[05:21:58 PM]  Mua Bột cường hóa -20 ruby
[05:21:59 PM]  Mua Bột cường hóa -20 ruby
[05:21:59 PM]  Mua Bột cường hóa -20 ruby
[05:21:59 PM]  Mua Bột cường hóa -20 ruby
[05:21:59 PM]  Mua Bột cường hóa -20 ruby
[05:21:59 PM]  Mua Bột cường hóa -20 ruby
[05:21:59 PM]  Mua Bột cường hóa -20 ruby
[05:22:00 PM]  Mua Bột cường hóa -20 ruby
[05:22:00 PM]  Mua Bột cường hóa -20 ruby
[05:22:00 PM]  Mua Bột cường hóa -20 ruby
[05:22:00 PM]  Mua Bột cường hóa -20 ruby
[05:22:00 PM]  Mua Bột cường hóa -20 ruby
[05:22:01 PM]  Mua Bột cường hóa -20 ruby
[05:22:01 PM]  Mua Bột cường hóa -20 ruby
[05:22:01 PM]  Mua Bột cường hóa -20 ruby
[05:22:01 PM]  Mua Bột cường hóa -20 ruby
[05:22:01 PM]  Mua Bột cường hóa -20 ruby
[05:22:01 PM]  Mua Bột cường hóa -20 ruby
[05:22:02 PM]  Mua Bột cường hóa -20 ruby
[05:22:02 PM]  Mua Bột cường hóa -20 ruby
[05:22:02 PM]  Mua Bột cường hóa -20 ruby
[05:22:02 PM]  Mua Bột cường hóa -20 ruby
[05:22:02 PM]  Mua Bột cường hóa -20 ruby
[05:22:03 PM]  Mua Bột cường hóa -20 ruby
[05:22:03 PM]  Mua Bột cường hóa -20 ruby
[05:22:03 PM]  Mua Bột cường hóa -20 ruby
[05:22:03 PM]  Mua Bột cường hóa -20 ruby
[05:22:03 PM]  Mua Bột cường hóa -20 ruby
[05:22:03 PM]  Mua Bột cường hóa -20 ruby
[05:22:04 PM]  Mua Bột cường hóa -20 ruby
[05:22:04 PM]  Mua Bột cường hóa -20 ruby
[05:22:04 PM]  Mua Bột cường hóa -20 ruby
[05:22:04 PM]  Mua Bột cường hóa -20 ruby
[05:22:04 PM]  Mua Bột cường hóa -20 ruby
[05:22:05 PM]  Mua Bột cường hóa -20 ruby
[05:22:05 PM]  Mua Bột cường hóa -20 ruby
[05:22:05 PM]  Mua Bột cường hóa -20 ruby
[05:22:18 PM]  Mua Bột cường hóa -20 ruby
[05:22:18 PM]  Mua Bột cường hóa -20 ruby
[05:22:18 PM]  Mua Bột cường hóa -20 ruby
[05:22:19 PM]  Mua Bột cường hóa -20 ruby
[05:22:19 PM]  Mua Bột cường hóa -20 ruby
[05:22:19 PM]  Mua Bột cường hóa -20 ruby
[05:22:19 PM]  Mua Bột cường hóa -20 ruby
[05:22:19 PM]  Mua Bột cường hóa -20 ruby
[05:22:20 PM]  Mua Bột cường hóa -20 ruby
[05:22:20 PM]  Mua Bột cường hóa -20 ruby
[05:22:20 PM]  Mua Bột cường hóa -20 ruby
[05:22:20 PM]  Mua Bột cường hóa -20 ruby
[05:22:20 PM]  Mua Bột cường hóa -20 ruby
[05:22:21 PM]  Mua Bột cường hóa -20 ruby
[05:22:21 PM]  Mua Bột cường hóa -20 ruby
[05:22:21 PM]  Mua Bột cường hóa -20 ruby
[05:22:21 PM]  Mua Bột cường hóa -20 ruby
[05:23:03 PM]  Mua Bột cường hóa -20 ruby
[05:23:03 PM]  Mua Bột cường hóa -20 ruby
[05:23:03 PM]  Mua Bột cường hóa -20 ruby
[05:23:03 PM]  Mua Bột cường hóa -20 ruby
[05:23:04 PM]  Mua Bột cường hóa -20 ruby
[05:23:04 PM]  Mua Bột cường hóa -20 ruby
[05:23:04 PM]  Mua Bột cường hóa -20 ruby
[05:23:04 PM]  Mua Bột cường hóa -20 ruby
[05:23:04 PM]  Mua Bột cường hóa -20 ruby
[05:23:04 PM]  Mua Bột cường hóa -20 ruby
[05:23:05 PM]  Mua Bột cường hóa -20 ruby
[05:23:05 PM]  Mua Bột cường hóa -20 ruby
[05:23:05 PM]  Mua Bột cường hóa -20 ruby
[05:23:05 PM]  Mua Bột cường hóa -20 ruby
[05:23:05 PM]  Mua Bột cường hóa -20 ruby
[05:23:05 PM]  Mua Bột cường hóa -20 ruby
[05:23:06 PM]  Mua Bột cường hóa -20 ruby
[05:23:06 PM]  Mua Bột cường hóa -20 ruby
[05:23:06 PM]  Mua Bột cường hóa -20 ruby
[05:23:06 PM]  Mua Bột cường hóa -20 ruby
[05:23:06 PM]  Mua Bột cường hóa -20 ruby
[05:23:06 PM]  Mua Bột cường hóa -20 ruby
[05:23:07 PM]  Mua Bột cường hóa -20 ruby
[05:23:07 PM]  Mua Bột cường hóa -20 ruby
[05:23:07 PM]  Mua Bột cường hóa -20 ruby
[05:23:07 PM]  Mua Bột cường hóa -20 ruby
[05:23:08 PM]  Mua Bột cường hóa -20 ruby
[05:23:08 PM]  Mua Bột cường hóa -20 ruby
[05:23:08 PM]  Mua Bột cường hóa -20 ruby
[05:23:08 PM]  Mua Bột cường hóa -20 ruby
[05:23:08 PM]  Mua Bột cường hóa -20 ruby
[05:23:08 PM]  Mua Bột cường hóa -20 ruby
[05:23:09 PM]  Mua Bột cường hóa -20 ruby
[05:23:09 PM]  Mua Bột cường hóa -20 ruby
[05:23:09 PM]  Mua Bột cường hóa -20 ruby
[05:23:09 PM]  Mua Bột cường hóa -20 ruby
[05:23:09 PM]  Mua Bột cường hóa -20 ruby
[05:23:10 PM]  Mua Bột cường hóa -20 ruby
[05:23:10 PM]  Mua Bột cường hóa -20 ruby
[05:23:10 PM]  Mua Bột cường hóa -20 ruby
[05:23:10 PM]  Mua Bột cường hóa -20 ruby
[05:23:10 PM]  Mua Bột cường hóa -20 ruby
[05:23:11 PM]  Mua Bột cường hóa -20 ruby
[05:23:11 PM]  Mua Bột cường hóa -20 ruby
[05:23:11 PM]  Mua Bột cường hóa -20 ruby
[05:23:11 PM]  Mua Bột cường hóa -20 ruby
[05:23:12 PM]  Mua Bột cường hóa -20 ruby
[05:23:12 PM]  Mua Bột cường hóa -20 ruby
[05:23:12 PM]  Mua Bột cường hóa -20 ruby
[05:23:12 PM]  Mua Bột cường hóa -20 ruby
[05:23:12 PM]  Mua Bột cường hóa -20 ruby
[05:23:12 PM]  Mua Bột cường hóa -20 ruby
[05:23:13 PM]  Mua Bột cường hóa -20 ruby
[05:23:13 PM]  Mua Bột cường hóa -20 ruby
[05:23:13 PM]  Mua Bột cường hóa -20 ruby
[05:23:13 PM]  Mua Bột cường hóa -20 ruby
[05:23:13 PM]  Mua Bột cường hóa -20 ruby
[05:23:14 PM]  Mua Bột cường hóa -20 ruby
[05:23:14 PM]  Mua Bột cường hóa -20 ruby
[05:23:14 PM]  Mua Bột cường hóa -20 ruby
[05:23:14 PM]  Mua Bột cường hóa -20 ruby
[05:23:14 PM]  Mua Bột cường hóa -20 ruby
[05:23:14 PM]  Mua Bột cường hóa -20 ruby
[05:23:15 PM]  Mua Bột cường hóa -20 ruby
[05:23:15 PM]  Mua Bột cường hóa -20 ruby
[05:23:15 PM]  Mua Bột cường hóa -20 ruby
[05:23:15 PM]  Mua Bột cường hóa -20 ruby
[05:23:15 PM]  Mua Bột cường hóa -20 ruby
[05:23:16 PM]  Mua Bột cường hóa -20 ruby
[05:23:16 PM]  Mua Bột cường hóa -20 ruby
[05:23:16 PM]  Mua Bột cường hóa -20 ruby
[05:23:16 PM]  Mua Bột cường hóa -20 ruby
[05:23:17 PM]  Mua Bột cường hóa -20 ruby
[05:23:17 PM]  Mua Bột cường hóa -20 ruby
[05:23:17 PM]  Mua Bột cường hóa -20 ruby
[05:23:17 PM]  Mua Bột cường hóa -20 ruby
[05:23:17 PM]  Mua Bột cường hóa -20 ruby
[05:23:18 PM]  Mua Bột cường hóa -20 ruby
[05:23:18 PM]  Mua Bột cường hóa -20 ruby
[05:23:18 PM]  Mua Bột cường hóa -20 ruby
[05:23:18 PM]  Mua Bột cường hóa -20 ruby
[05:23:18 PM]  Mua Bột cường hóa -20 ruby
[05:23:18 PM]  Mua Bột cường hóa -20 ruby
[05:23:19 PM]  Mua Bột cường hóa -20 ruby
[05:23:19 PM]  Mua Bột cường hóa -20 ruby
[05:23:19 PM]  Mua Bột cường hóa -20 ruby
[05:23:19 PM]  Mua Bột cường hóa -20 ruby
[05:23:20 PM]  Mua Bột cường hóa -20 ruby
[05:23:20 PM]  Mua Bột cường hóa -20 ruby
[05:23:20 PM]  Mua Bột cường hóa -20 ruby
[05:23:20 PM]  Mua Bột cường hóa -20 ruby
[05:23:20 PM]  Mua Bột cường hóa -20 ruby
[05:23:21 PM]  Mua Bột cường hóa -20 ruby
[05:23:21 PM]  Mua Bột cường hóa -20 ruby
[05:23:23 PM]  Mua Bột cường hóa -1 ruby
[05:23:23 PM]  Mua Bột cường hóa -1 ruby
[05:23:24 PM]  Mua Bột cường hóa -1 ruby
[05:23:27 PM]  Mua Bột vàng -40 ruby
[05:23:27 PM]  Mua Bột vàng -40 ruby
[05:23:27 PM]  Mua Bột vàng -40 ruby
[05:23:27 PM]  Mua Bột vàng -40 ruby
[05:23:27 PM]  Mua Bột vàng -40 ruby
[05:23:28 PM]  Mua Bột vàng -40 ruby
[05:23:28 PM]  Mua Bột vàng -40 ruby
[05:23:28 PM]  Mua Bột vàng -40 ruby
[05:23:28 PM]  Mua Bột vàng -40 ruby
[05:23:28 PM]  Mua Bột vàng -40 ruby
[05:23:29 PM]  Mua Bột vàng -40 ruby
[05:23:29 PM]  Mua Bột vàng -40 ruby
[05:23:29 PM]  Mua Bột vàng -40 ruby
[05:23:29 PM]  Mua Bột vàng -40 ruby
[05:23:29 PM]  Mua Bột vàng -40 ruby
[05:23:29 PM]  Mua Bột vàng -40 ruby
[05:23:30 PM]  Mua Bột vàng -40 ruby
[05:23:30 PM]  Mua Bột vàng -40 ruby
[05:23:30 PM]  Mua Bột vàng -40 ruby
[05:23:30 PM]  Mua Bột vàng -40 ruby
[05:23:30 PM]  Mua Bột vàng -40 ruby
[05:23:31 PM]  Mua Bột vàng -40 ruby
[05:23:31 PM]  Mua Bột vàng -40 ruby
[05:23:31 PM]  Mua Bột vàng -40 ruby
[05:23:32 PM]  Mua Bột vàng -40 ruby
[05:24:17 PM]  Mua Bột vàng -2 ruby
[05:24:17 PM]  Mua Bột vàng -2 ruby
[05:24:29 PM]  Mua Bột vàng -10 ruby
[05:24:29 PM]  Mua Bột vàng -10 ruby
[05:25:02 PM]  Mua Búa siêu cấp -40 ruby
[05:25:02 PM]  Mua Búa siêu cấp -40 ruby
[05:25:02 PM]  Mua Búa siêu cấp -40 ruby
[05:25:02 PM]  Mua Búa siêu cấp -40 ruby
[05:25:31 PM]  Đục lỗ Găng tay sức mạnh 2 -50 ruby
[05:25:34 PM]  Đục lỗ Găng tay sức mạnh 2 -100 ruby
[05:25:37 PM]  Đục lỗ Găng tay sức mạnh 2 -150 ruby
[05:25:41 PM]  Đục lỗ Găng tay sức mạnh 2 -200 ruby
[05:25:44 PM]  Đục lỗ Găng tay sức mạnh 2 -250 ruby
[05:25:47 PM]  Đục lỗ Găng tay sức mạnh 2 -300 ruby
[05:25:52 PM]  Đục lỗ Găng tay sức mạnh 2 -350 ruby
[05:25:57 PM]  Đục lỗ Ngực trần sức mạnh 2 -50 ruby
[05:26:03 PM]  Đục lỗ Ngực trần sức mạnh 2 -100 ruby
[05:26:13 PM]  Đục lỗ Ngực trần sức mạnh 2 -150 ruby
[05:26:17 PM]  Đục lỗ Ngực trần sức mạnh 2 -200 ruby
[05:26:20 PM]  Đục lỗ Ngực trần sức mạnh 2 -250 ruby
[05:26:23 PM]  Đục lỗ Ngực trần sức mạnh 2 -300 ruby
[05:26:25 PM]  Đục lỗ Ngực trần sức mạnh 2 -350 ruby
[05:26:36 PM]  Đục lỗ Nhẫn 2 Lv70 -50 ruby
[05:27:13 PM]  Đục lỗ Nhẫn 2 Lv70 -100 ruby
[05:27:16 PM]  Đục lỗ Nhẫn 2 Lv70 -150 ruby
[05:27:18 PM]  Đục lỗ Nhẫn 2 Lv70 -200 ruby
[05:27:27 PM]  Đục lỗ Nhẫn 2 Lv70 -250 ruby
[05:27:31 PM]  Đục lỗ Nhẫn 2 Lv70 -300 ruby
[05:27:33 PM]  Đục lỗ Nhẫn 2 Lv70 -350 ruby
[05:27:38 PM]  Đục lỗ Dây chuyền 1 Lv70 -50 ruby
[05:27:41 PM]  Đục lỗ Dây chuyền 1 Lv70 -100 ruby
[05:27:44 PM]  Đục lỗ Dây chuyền 1 Lv70 -150 ruby
[05:27:47 PM]  Đục lỗ Dây chuyền 1 Lv70 -200 ruby
[05:27:54 PM]  Đục lỗ Dây chuyền 1 Lv70 -250 ruby
[05:27:57 PM]  Đục lỗ Dây chuyền 1 Lv70 -300 ruby
[05:28:00 PM]  Đục lỗ Dây chuyền 1 Lv70 -350 ruby
[05:28:38 PM]  Mua Saphia - Ruby siêu cấp -40 ruby
[05:28:39 PM]  Mua Saphia - Ruby siêu cấp -40 ruby
[05:28:39 PM]  Mua Saphia - Ruby siêu cấp -40 ruby
[05:28:39 PM]  Mua Saphia - Ruby siêu cấp -40 ruby
[05:28:40 PM]  Mua Saphia - Ruby siêu cấp -40 ruby
[05:28:54 PM]  Mua Ruby - Cẩm thạch siêu cấp -40 ruby
[05:28:54 PM]  Mua Ruby - Cẩm thạch siêu cấp -40 ruby
[05:28:54 PM]  Mua Ruby - Cẩm thạch siêu cấp -40 ruby
[05:28:55 PM]  Mua Ruby - Cẩm thạch siêu cấp -40 ruby
[05:28:55 PM]  Mua Ruby - Cẩm thạch siêu cấp -40 ruby
[05:28:55 PM]  Mua Ruby - Cẩm thạch siêu cấp -40 ruby
[05:29:00 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[05:29:00 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[05:29:00 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[05:29:00 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[05:29:00 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[05:29:01 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[05:29:01 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[05:29:04 PM]  Mua Cẩm thạch - Ruby siêu cấp -40 ruby
[05:29:05 PM]  Mua Cẩm thạch - Ruby siêu cấp -40 ruby
[05:29:05 PM]  Mua Cẩm thạch - Ruby siêu cấp -40 ruby
[05:29:05 PM]  Mua Cẩm thạch - Ruby siêu cấp -40 ruby
[05:29:05 PM]  Mua Cẩm thạch - Ruby siêu cấp -40 ruby
[05:29:11 PM]  Mua Thạch anh - Ruby siêu cấp -40 ruby
[05:29:12 PM]  Mua Thạch anh - Ruby siêu cấp -40 ruby
[05:29:12 PM]  Mua Thạch anh - Ruby siêu cấp -40 ruby
[05:29:12 PM]  Mua Thạch anh - Ruby siêu cấp -40 ruby
[05:29:12 PM]  Mua Thạch anh - Ruby siêu cấp -40 ruby
[05:29:12 PM]  Mua Thạch anh - Ruby siêu cấp -40 ruby
[05:29:12 PM]  Mua Thạch anh - Ruby siêu cấp -40 ruby
[05:29:27 PM]  Khảm ngọc lên -> Găng tay sức mạnh 2 -400 ruby
[05:29:35 PM]  Khảm ngọc lên -> Găng tay sức mạnh 2 -400 ruby
[05:29:44 PM]  Khảm ngọc lên -> Găng tay sức mạnh 2 -400 ruby
[05:29:48 PM]  Khảm ngọc lên -> Găng tay sức mạnh 2 -400 ruby
[05:29:53 PM]  Khảm ngọc lên -> Găng tay sức mạnh 2 -400 ruby
[05:29:57 PM]  Khảm ngọc lên -> Găng tay sức mạnh 2 -400 ruby
[05:30:03 PM]  Khảm ngọc lên -> Găng tay sức mạnh 2 -400 ruby
[05:34:39 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:39 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:39 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:40 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:40 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:40 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:40 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:40 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:40 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:41 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:41 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:41 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:41 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:41 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:42 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:42 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:42 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:42 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:42 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:43 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:43 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:43 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:43 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:43 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:43 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:44 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:44 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:44 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:44 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:44 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:45 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:45 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:45 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:45 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:45 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:34:45 PM]  Mua Đá Topaz cấp 1 -40 ruby
[05:35:43 PM]  Mua Thạch anh tím cấp 1 -2 ruby
[05:35:45 PM]  Mua Đá Saphia cấp 1 -2 ruby
[05:35:48 PM]  Mua Ngọc lục bảo cấp 1 -2 ruby
[05:35:50 PM]  Mua Tinh thể ruby cấp 1 -2 ruby
[05:35:52 PM]  Mua Cẩm thạch cấp 1 -2 ruby
[05:36:35 PM]  Khảm ngọc lên -> Ngực trần sức mạnh 2 -400 ruby
[05:36:42 PM]  Khảm ngọc lên -> Ngực trần sức mạnh 2 -400 ruby
[05:36:46 PM]  Khảm ngọc lên -> Ngực trần sức mạnh 2 -400 ruby
[05:36:50 PM]  Khảm ngọc lên -> Ngực trần sức mạnh 2 -400 ruby
[05:36:54 PM]  Khảm ngọc lên -> Ngực trần sức mạnh 2 -400 ruby
[05:37:00 PM]  Khảm ngọc lên -> Ngực trần sức mạnh 2 -400 ruby
[05:37:05 PM]  Khảm ngọc lên -> Ngực trần sức mạnh 2 -400 ruby
[05:37:32 PM]  Đục lỗ Xà rông nâu 2 -50 ruby
[05:37:34 PM]  Đục lỗ Xà rông nâu 2 -100 ruby
[05:37:37 PM]  Đục lỗ Xà rông nâu 2 -150 ruby
[05:37:41 PM]  Đục lỗ Xà rông nâu 2 -200 ruby
[05:37:44 PM]  Đục lỗ Xà rông nâu 2 -250 ruby
[05:37:46 PM]  Đục lỗ Xà rông nâu 2 -300 ruby
[05:37:48 PM]  Đục lỗ Xà rông nâu 2 -350 ruby
[05:38:16 PM]  Khảm ngọc lên -> Xà rông nâu 2 -400 ruby
[05:38:22 PM]  Khảm ngọc lên -> Xà rông nâu 2 -400 ruby
[05:38:26 PM]  Khảm ngọc lên -> Xà rông nâu 2 -400 ruby
[05:38:34 PM]  Khảm ngọc lên -> Xà rông nâu 2 -400 ruby
[05:38:37 PM]  Khảm ngọc lên -> Xà rông nâu 2 -400 ruby
[05:38:41 PM]  Khảm ngọc lên -> Xà rông nâu 2 -400 ruby
[05:38:44 PM]  Khảm ngọc lên -> Xà rông nâu 2 -400 ruby
[05:39:00 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv70 -400 ruby
[05:39:07 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv70 -400 ruby
[05:39:10 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv70 -400 ruby
[05:39:13 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv70 -400 ruby
[05:39:18 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv70 -400 ruby
[05:39:21 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv70 -400 ruby
[05:39:24 PM]  Khảm ngọc lên -> Dây chuyền 1 Lv70 -400 ruby
[05:39:52 PM]  Khảm ngọc lên -> Nhẫn 2 Lv70 -400 ruby
[05:39:59 PM]  Khảm ngọc lên -> Nhẫn 2 Lv70 -400 ruby
[05:40:02 PM]  Khảm ngọc lên -> Nhẫn 2 Lv70 -400 ruby
[05:40:05 PM]  Khảm ngọc lên -> Nhẫn 2 Lv70 -400 ruby
[05:40:10 PM]  Khảm ngọc lên -> Nhẫn 2 Lv70 -400 ruby
[05:40:15 PM]  Khảm ngọc lên -> Nhẫn 2 Lv70 -400 ruby
[05:40:19 PM]  Khảm ngọc lên -> Nhẫn 2 Lv70 -400 ruby
[05:47:01 PM]  Mua Đá ác quỷ -2 ruby
[05:47:01 PM]  Mua Đá ác quỷ -2 ruby
[05:47:02 PM]  Mua Đá ác quỷ -2 ruby
[05:47:06 PM]  Mua Đá ác quỷ -10 ruby
[05:47:06 PM]  Mua Đá ác quỷ -10 ruby
[05:47:08 PM]  Mua Đá ác quỷ -40 ruby
[05:47:09 PM]  Mua Đá ác quỷ -40 ruby
[05:47:09 PM]  Mua Đá ác quỷ -40 ruby
[05:47:09 PM]  Mua Đá ác quỷ -40 ruby
[05:47:09 PM]  Mua Đá ác quỷ -40 ruby
[05:47:09 PM]  Mua Đá ác quỷ -40 ruby
[05:47:10 PM]  Mua Đá ác quỷ -40 ruby
[05:47:10 PM]  Mua Đá ác quỷ -40 ruby
[05:47:10 PM]  Mua Đá ác quỷ -40 ruby
[05:47:10 PM]  Mua Đá ác quỷ -40 ruby
[05:47:10 PM]  Mua Đá ác quỷ -40 ruby
[05:47:10 PM]  Mua Đá ác quỷ -40 ruby
[05:47:11 PM]  Mua Đá ác quỷ -40 ruby
[05:47:11 PM]  Mua Đá ác quỷ -40 ruby
[05:47:11 PM]  Mua Đá ác quỷ -40 ruby
[05:47:11 PM]  Mua Đá ác quỷ -40 ruby
[05:47:11 PM]  Mua Đá ác quỷ -40 ruby
[05:47:12 PM]  Mua Đá ác quỷ -40 ruby
[05:47:12 PM]  Mua Đá ác quỷ -40 ruby
[05:47:12 PM]  Mua Đá ác quỷ -40 ruby
[05:47:12 PM]  Mua Đá ác quỷ -40 ruby
[05:47:12 PM]  Mua Đá ác quỷ -40 ruby
[05:47:12 PM]  Mua Đá ác quỷ -40 ruby
[05:47:14 PM]  Mua Đá ác quỷ -40 ruby
[05:47:14 PM]  Mua Đá ác quỷ -40 ruby
[05:47:14 PM]  Mua Đá ác quỷ -40 ruby
[05:47:14 PM]  Mua Đá ác quỷ -40 ruby
[05:47:14 PM]  Mua Đá ác quỷ -40 ruby
[05:47:14 PM]  Mua Đá ác quỷ -40 ruby
[05:47:14 PM]  Mua Đá ác quỷ -40 ruby
[05:47:14 PM]  Mua Đá ác quỷ -40 ruby
[05:47:14 PM]  Mua Đá ác quỷ -40 ruby
[05:47:15 PM]  Mua Đá ác quỷ -40 ruby
[05:47:15 PM]  Mua Đá ác quỷ -40 ruby
[05:47:15 PM]  Mua Đá ác quỷ -40 ruby
[05:47:15 PM]  Mua Đá ác quỷ -40 ruby
[05:47:15 PM]  Mua Đá ác quỷ -40 ruby
[05:47:16 PM]  Mua Đá ác quỷ -40 ruby
[05:47:16 PM]  Mua Đá ác quỷ -40 ruby
[05:47:16 PM]  Mua Đá ác quỷ -40 ruby
[05:47:16 PM]  Mua Đá ác quỷ -40 ruby
[05:47:16 PM]  Mua Đá ác quỷ -40 ruby
[05:47:20 PM]  Mua Đá ác quỷ -40 ruby
[05:47:20 PM]  Mua Đá ác quỷ -40 ruby
[05:47:20 PM]  Mua Đá ác quỷ -40 ruby
[05:47:20 PM]  Mua Đá ác quỷ -40 ruby
[05:47:21 PM]  Mua Đá ác quỷ -40 ruby
[05:47:21 PM]  Mua Đá ác quỷ -40 ruby
[05:47:21 PM]  Mua Đá ác quỷ -40 ruby
[05:47:21 PM]  Mua Đá ác quỷ -40 ruby
[05:47:21 PM]  Mua Đá ác quỷ -40 ruby
